ID,TEXT,PET_WORDFORM,PET,TRANSLATION,LABEL,CATEGORY,YEAR,NOTES,PUN,LABEL2,LABEL3,NOTES2,SOURCE,LEMMA_COUNT,EUPH_STATUS
396,"""Ваша розкішна ваза і <бавовна> милують око ❤ А вам подяка за добрі новини😂""",бавовна,бавовна,,0,war,2023.0,символ,0.1,,,,,262,sometimes_euph
397,"""ведуча не на <дискотеку> прийшла, можна і прикритися.""",дискотеку,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
405,"""Ви з тих цивільних, що бісяться з жиру на  <дискотеках> Києва та Одеси?""",дискотеках,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
406,"""Ви можете взяти кальциновану соду, адже у ній міститься найбільше лугу та вона найефективніша. Добре вона впорається і з жирними плямами, і з накипом у пральній машинці. Втім, її можна використовувати тільки для <бавовни> та льону. Натомість шовк, вовну та дитячі речі прати із содою не варто.""",бавовни,бавовна,,0,war,2024.0,,,,,,,262,sometimes_euph
407,"""Ви належитe до тих людей, яким всеодно, танці відпочинок, <дискотека> і одяг ! СОРОМ😡""",дискотека,дискотека,disco,0,war,2023.0,,,,,,,376,sometimes_euph
408,"""Ви перебуваєте наче на <дискотеці>, час минає непомітно. """,дискотеці,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
410,"""Вибачте за питання, а у нас в одних   <дискотека> була електрична? 😅""",дискотека,дискотека,power outage,0,war,2022.0,,euphemism 2,,1/0,power disruptions,,376,sometimes_euph
411,"""Вибирайте взуття з дихаючих матеріалів, таких як натуральна шкіра, текстиль, <бавовна> або замша. Синтетичні матеріали можуть не забезпечувати належної вентиляції, що може призвести до надмірного потовиділення і дискомфорту.""",бавовна,бавовна,,0,war,2024.0,,,,,,,262,sometimes_euph
412,"""Вибір матеріалів для дитячої постільної білизни є одним із першочергових рішень. Органічна <бавовна> – відмінний вибір, тому що він м'який, дихаючий та гіпоалергенний.""",бавовна,бавовна,,0,war,2024.0,,,,,,,262,sometimes_euph
421,"""Виженіть звукорежисера з роботи на фронт, або десь робити <дискотеку> в клубі. """,дискотеку,дискотека,disco,0,war,2022.0,,,,,,,376,sometimes_euph
422,"""вимкнули б на день, відремонтували б нормально, а не кожного дня ця <дискотека>""",дискотека,дискотека,unstable voltage,0,war,2022.0,,euphemism 2,,1/0,power disruptions,,376,sometimes_euph
423,"""Випускають окремо моделі для іригаторів, грейдерів, екскаватора, збирачів <бавовни> та інших спеціалізованих або універсальних машин.""",бавовни,бавовна,,0,war,2024.0,"квітка, не тканина",,,,,,262,sometimes_euph
